book_title|keyword|keyword_vector
A Conjuring of Light (Shades of Magic, #3)|Schwab|0.20605469 0.2734375 -0.106933594 -0.104003906 0.015319824 -0.34179688 0.011657715 -0.17089844 0.21972656 0.060302734 -0.012023926 0.05883789 0.10888672 0.20410156 0.035888672 0.16992188 -0.0026550293 0.041015625 0.026977539 0.1875 0.08544922 -0.0048828125 -0.1875 0.041015625 0.123535156 -0.028320312 -0.18359375 0.04663086 0.23339844 0.13867188 0.072265625 0.029296875 0.14941406 -0.19726562 0.38867188 -0.03149414 0.18359375 -0.26171875 0.044677734 -0.111328125 -0.020019531 0.20898438 -0.17382812 0.18945312 -0.33789062 -0.095214844 -0.01586914 0.14160156 0.07861328 0.21386719 0.013366699 -0.07910156 -0.44335938 0.27734375 0.013977051 -0.114746094 -0.19921875 -0.12207031 -0.24511719 0.0052490234 -0.17480469 -0.34765625 0.22851562 0.08203125 -0.016723633 -0.44921875 -0.037841797 0.12597656 0.08691406 0.048583984 0.041748047 -0.0030670166 0.30078125 -0.10253906 -0.2578125 -0.00090408325 0.10205078 -0.123535156 0.044189453 0.19628906 -0.107910156 -0.1328125 -0.15136719 0.118652344 0.016357422 -0.004760742 0.021850586 0.0126953125 -0.119140625 -0.13574219 -0.107910156 0.13769531 -0.19628906 0.025146484 -0.028564453 0.115722656 0.234375 0.3046875 -0.0012817383 -0.296875 0.027709961 -0.043701172 -0.033691406 0.33203125 -0.07421875 -0.119140625 -0.00592041 -0.02368164 -0.076660156 -0.056640625 0.014221191 -0.1328125 -0.09472656 0.15722656 -0.17089844 0.017089844 0.104003906 -0.03173828 0.07910156 0.123535156 -0.17480469 0.056640625 0.022827148 0.024902344 0.06298828 -0.39257812 0.20117188 0.265625 0.11816406 0.10888672 -0.33203125 -0.23730469 -0.18652344 -0.17578125 -0.092285156 -0.3046875 -0.20019531 -0.12890625 -0.06738281 -0.009521484 0.059326172 -0.31640625 -0.16503906 -0.27734375 0.12158203 0.10449219 0.26757812 0.06542969 -0.053710938 0.38085938 0.19335938 0.08251953 0.01171875 -0.076660156 -0.011413574 0.21582031 0.10839844 0.05053711 -0.10644531 0.37304688 -0.02722168 0.14257812 -0.09423828 0.36523438 -0.17578125 0.08300781 0.42382812 0.03930664 0.30859375 -0.091308594 -0.01159668 -0.118652344 -0.30859375 -0.080078125 0.063964844 -0.011352539 0.0007247925 0.10058594 -0.083984375 -0.0390625 0.0013580322 -0.16210938 0.34375 0.13964844 0.18457031 -0.13574219 0.48828125 0.359375 0.01159668 -0.16210938 -0.125 0.0390625 -0.08203125 -0.15527344 -0.12597656 0.0859375 -0.17480469 -0.203125 0.06347656 -0.40429688 -0.23730469 -0.38671875 -0.091308594 0.017089844 0.12597656 0.26367188 0.078125 -0.024658203 -0.22167969 -0.19628906 -0.34765625 0.17578125 -0.02355957 0.3203125 -0.31054688 -0.13769531 -0.375 0.095703125 0.19238281 -0.17578125 -0.12011719 0.27148438 -0.028198242 0.056884766 0.032226562 0.029785156 0.23828125 -0.01940918 0.04638672 0.16308594 -0.18652344 -0.21191406 0.10888672 -0.15917969 -0.04663086 -0.22949219 -0.21582031 0.041992188 -0.21289062 0.122558594 0.15917969 -0.115722656 0.16894531 -0.265625 -0.10498047 -0.13574219 0.061523438 -0.022827148 -0.16699219 -0.24316406 -0.43554688 -0.064453125 0.06738281 0.25976562 -0.21777344 0.07910156 0.09082031 0.052490234 -0.14941406 -0.13378906 0.32226562 -0.1015625 0.17578125 0.09765625 0.06640625 -0.103515625 0.072265625 -0.083496094 0.36914062 0.022338867 0.041015625 0.099609375 0.03112793 0.036376953 0.20214844 0.032226562 0.0546875 -0.056884766 0.063964844 0.059326172 -0.068847656 -0.084472656 -0.11669922 0.33007812 0.11425781 0.22167969 -0.15820312 0.008972168 0.107421875 -0.12158203 0.095214844 -0.0029296875 0.25195312 -0.0018234253 -0.080566406 0.049316406 -0.0063476562 -0.007751465 -0.10498047 0.110839844
A Conjuring of Light (Shades of Magic, #3)|magic|0.515625 0.16210938 -0.026367188 -0.057861328 -0.032470703 0.107910156 0.076660156 -0.27929688 -0.072753906 -0.020751953 0.013183594 -0.012145996 -0.2578125 -0.12451172 -0.4609375 0.22167969 0.33007812 0.17480469 0.15820312 -0.234375 -0.16308594 0.21191406 0.18261719 -0.068359375 -0.01586914 0.048828125 -0.104003906 -0.109375 0.040771484 0.037841797 -0.24609375 -0.021606445 0.03857422 0.23925781 0.044189453 -0.06542969 -0.026123047 0.028442383 0.13378906 0.23242188 0.22949219 -0.09814453 0.118652344 -0.06640625 0.12011719 -0.13476562 0.08642578 -0.0048828125 0.24804688 0.03881836 -0.40234375 0.46875 0.1015625 -0.045410156 0.013000488 -0.2109375 0.18652344 -0.2578125 -0.16015625 -0.14941406 0.22949219 0.34765625 0.13964844 -0.012817383 0.103027344 0.05883789 0.059326172 0.22070312 -0.05810547 0.16113281 0.14550781 0.0008583069 0.13085938 0.13574219 0.025268555 -0.063964844 0.25195312 0.07910156 -0.007873535 -0.17382812 -0.0036621094 -0.08935547 -0.009155273 -0.09326172 -0.091308594 -0.11669922 -0.07373047 -0.05053711 -0.08691406 0.22753906 -0.08691406 0.1796875 -0.32421875 -0.30859375 -0.19140625 0.01586914 -0.09326172 -0.040283203 -0.11328125 0.016357422 0.087890625 0.060546875 0.071777344 -0.16796875 -0.12988281 -0.13671875 0.11669922 0.028320312 0.05078125 -0.296875 0.38671875 0.40039062 -0.091796875 0.05029297 0.09716797 0.0056762695 -0.20507812 -0.28515625 -0.053466797 -0.17773438 0.16894531 0.1875 0.24707031 -0.060302734 -0.095703125 -0.01574707 0.09472656 0.21875 0.0703125 0.03466797 -0.12792969 -0.09863281 -0.15917969 -0.21484375 0.32226562 0.22167969 0.039794922 -0.061279297 -0.036376953 0.31835938 0.123046875 -0.50390625 -0.17675781 -0.0008468628 0.3125 0.115234375 -0.114746094 0.1640625 -0.045898438 0.02734375 0.05029297 0.14453125 -0.0859375 0.41796875 -0.123535156 -0.24414062 -0.078125 -0.15527344 -0.3203125 -0.2109375 -0.071777344 0.09033203 -0.11621094 -0.12207031 0.1328125 -0.0625 -0.060546875 -0.10888672 -0.24316406 -0.029296875 0.100097656 0.123046875 -0.1875 -0.007537842 0.07421875 0.11328125 -0.027709961 -0.064941406 0.13378906 -0.29101562 -0.2109375 -0.03466797 0.07373047 -0.13378906 -0.07470703 -0.16210938 0.13085938 -0.14453125 0.20800781 0.12451172 -0.32617188 -0.024536133 -0.018188477 -0.008117676 0.014465332 0.10058594 -0.12060547 -0.3203125 -0.24511719 -0.18945312 0.2265625 0.095214844 -0.07470703 -0.2109375 -0.045898438 -0.16308594 -0.045166016 0.03173828 -0.095703125 0.053222656 -0.104003906 -0.08691406 -0.23535156 -0.19042969 0.026733398 -0.076660156 0.20410156 -0.05126953 -0.022949219 0.21484375 -0.18261719 0.28515625 0.11767578 -0.061035156 -0.20800781 0.33789062 -0.05810547 -0.014465332 -0.06201172 0.1875 -0.072265625 0.099121094 -0.115722656 0.16503906 -0.05834961 -0.05029297 -0.111816406 0.024536133 0.1328125 0.040283203 0.1328125 -0.14941406 -0.020385742 -0.40820312 0.055908203 0.099609375 0.023071289 -0.100097656 0.15429688 -0.17871094 -0.26953125 0.07324219 0.44140625 0.22558594 0.111816406 -0.22167969 -0.119628906 -0.46484375 -0.103027344 -0.21191406 -0.22558594 -0.024780273 0.059570312 0.038330078 -0.19824219 0.028686523 0.40429688 -0.056640625 0.16503906 -0.14648438 0.10839844 0.11816406 -0.061523438 -0.111816406 0.10986328 -0.024536133 -0.15625 -0.20703125 -0.032958984 0.048095703 0.026367188 -0.013061523 -0.038330078 0.072753906 0.13671875 -0.17285156 -0.09082031 0.111816406 -0.04296875 -0.19140625 0.091796875 0.0039978027 -0.076660156 -0.21679688 0.14453125 -0.08544922 0.18261719 -0.22460938 -0.13867188 -0.17578125
A Conjuring of Light (Shades of Magic, #3)|fantasy|0.30664062 -0.16992188 0.06640625 0.06542969 0.018310547 0.109375 0.034423828 -0.12451172 0.16015625 -0.095703125 -0.265625 -0.21191406 0.11425781 0.09716797 -0.12792969 0.171875 -0.02722168 -0.020996094 0.11328125 -0.12451172 -0.032714844 0.0703125 -0.08105469 -0.09082031 -0.04345703 0.03881836 -0.119628906 0.29492188 0.042236328 0.052734375 -0.17382812 -0.16113281 0.21386719 0.10546875 -0.088378906 0.1875 0.1796875 -0.06933594 0.010864258 0.34179688 0.25976562 -0.07861328 0.091796875 0.19726562 -0.16699219 0.027832031 0.13085938 -0.045410156 0.265625 -0.009399414 -0.3046875 0.2734375 -0.17675781 0.044921875 -0.23242188 -0.13183594 0.23242188 -0.028686523 -0.22265625 -0.03491211 0.13085938 0.2421875 0.2734375 -0.084472656 -0.13183594 -0.09423828 -0.115722656 0.040527344 0.075683594 -0.072753906 0.23339844 0.13671875 -0.052734375 0.03930664 -0.17089844 0.0025939941 0.14648438 0.17871094 0.18652344 -0.16699219 0.16699219 -0.05493164 -0.12988281 0.080078125 0.14355469 -0.06591797 -0.12695312 0.18652344 0.25 -0.125 0.14648438 -0.0024261475 -0.29882812 -0.24023438 0.08544922 -0.051513672 0.21777344 -0.091796875 0.15039062 -0.13867188 0.2890625 0.14648438 0.037109375 -0.12792969 0.07861328 0.15722656 -0.020507812 -0.083984375 -0.017333984 0.12792969 0.22460938 0.27539062 -0.265625 0.27734375 0.16503906 -0.15917969 -0.019165039 0.11621094 0.22167969 0.15527344 -0.22949219 -0.027954102 0.10449219 0.296875 0.010314941 -0.10058594 0.038330078 0.09033203 -0.3046875 -0.26757812 -0.25585938 -0.020507812 -0.25585938 -0.013122559 0.10986328 0.13574219 -0.3671875 0.16015625 0.0026855469 -0.17871094 0.23242188 -0.20703125 0.099121094 0.33984375 0.028930664 -0.015014648 0.17578125 -0.033691406 -0.23535156 -0.20898438 0.25390625 0.203125 -0.060302734 0.06298828 -0.111816406 -0.19140625 0.44140625 -0.3828125 -0.3359375 -0.22753906 0.110839844 -0.140625 -0.29882812 0.0119018555 -0.15332031 -0.25 0.28125 0.010314941 -0.36132812 -0.104003906 -0.14648438 -0.24023438 0.040527344 -0.16113281 0.06225586 0.20410156 -0.045166016 -0.33984375 -0.3203125 0.21386719 0.111328125 -0.0703125 0.083984375 0.20214844 -0.02319336 -0.21679688 -0.12402344 -0.2890625 0.43359375 -0.038085938 0.07714844 0.015625 0.099609375 -0.03149414 0.07910156 0.296875 -0.20605469 0.14355469 -0.008666992 -0.26171875 0.35351562 -0.048583984 -0.064453125 -0.17480469 0.029052734 0.037597656 -0.01184082 -0.10253906 -0.31445312 0.110839844 -0.007537842 0.265625 -0.061767578 0.008239746 -0.29492188 0.07763672 -0.03564453 0.043945312 0.104003906 0.005554199 0.17089844 0.22070312 -0.2890625 -0.11425781 0.1015625 0.119628906 -0.09033203 0.07470703 -0.26367188 -0.119628906 0.26367188 0.068847656 0.05908203 -0.010498047 -0.04736328 0.22070312 -0.068359375 -0.030639648 -0.087402344 -0.06347656 0.05102539 -0.36914062 -0.04248047 -0.25976562 -0.21777344 0.43164062 0.33203125 -0.13867188 -0.05053711 -0.122558594 -0.09716797 0.19335938 0.20117188 0.35742188 -0.08935547 -0.052978516 -0.40625 -0.20507812 -0.19140625 -0.099121094 0.06347656 0.11816406 -0.01574707 0.123535156 -0.25585938 0.43554688 -0.12109375 -0.04296875 -0.24316406 0.20507812 -0.078125 0.34179688 -0.10058594 -0.15039062 -0.1015625 0.13964844 -0.023071289 -0.08203125 0.05419922 0.6171875 0.18554688 -0.022583008 -0.08642578 -0.061035156 0.041015625 -0.03930664 -0.35351562 -0.006591797 -0.015319824 0.3125 -0.068359375 0.40234375 0.13769531 -0.09082031 -0.16699219 -0.125 0.04272461 0.10058594 0.030029297 0.114746094
A Conjuring of Light (Shades of Magic, #3)|shades|0.14648438 0.16308594 0.28125 0.118652344 -0.006225586 0.05834961 0.14746094 -0.36132812 0.041748047 0.05517578 -0.05908203 -0.051757812 -0.08154297 -0.13183594 -0.296875 -0.009094238 -0.03515625 0.32617188 0.0060424805 -0.32226562 -0.059570312 0.26953125 -0.06738281 -0.22753906 -0.24902344 0.13769531 -0.140625 0.22363281 -0.059570312 -0.19921875 -0.17675781 0.40234375 0.14550781 0.48632812 -0.071777344 -0.09375 -0.09472656 0.020263672 -0.17382812 -0.006225586 0.10498047 -0.039794922 -0.118652344 -0.047851562 0.25390625 -0.16210938 -0.44140625 -0.38671875 -0.021850586 0.14550781 -0.171875 0.19140625 -0.025268555 0.013671875 -0.023803711 -0.07421875 0.024047852 -0.111328125 -0.26171875 -0.09423828 -0.28710938 -0.038330078 0.27929688 -0.076660156 -0.024536133 0.5 -0.10058594 0.1640625 -0.022094727 0.11767578 0.31640625 0.033203125 -0.02722168 0.05883789 -0.13867188 -0.106933594 0.13964844 0.030883789 -0.16503906 0.29101562 -0.071777344 -0.110839844 0.0115356445 -0.1953125 -0.17675781 0.0074157715 0.12890625 0.1640625 -0.07421875 -0.068847656 0.09863281 0.10498047 -0.27539062 0.10253906 -0.17382812 -0.17871094 0.10546875 -0.20410156 0.022949219 -0.09667969 0.044677734 -0.06347656 0.0030517578 -0.33398438 -0.15917969 -0.14746094 0.30078125 0.018066406 -0.07324219 -0.07470703 -0.032226562 0.099121094 -0.041259766 0.04296875 0.46875 -0.07080078 -0.08496094 -0.08642578 0.16699219 0.26953125 0.036621094 0.34570312 -0.0056152344 -0.05102539 0.084472656 0.106933594 -0.13769531 0.17773438 0.13769531 0.26757812 -0.25976562 0.17675781 -0.047607422 -0.17773438 0.14160156 0.02746582 -0.20898438 -0.1640625 0.16015625 -0.1484375 -0.025390625 0.076660156 -0.26953125 0.08691406 0.34960938 -0.039794922 0.17773438 0.088378906 0.013916016 -0.05029297 -0.026733398 -0.13183594 -0.016723633 -0.18261719 0.046142578 0.036376953 -0.21191406 -0.26953125 -0.13378906 0.07910156 0.033203125 -0.15429688 0.29882812 0.1171875 -0.2109375 -0.12695312 -0.12988281 0.16894531 -0.01373291 0.18847656 -0.030517578 0.203125 -0.17773438 0.22949219 -0.072265625 0.052978516 0.063964844 -0.26953125 -0.28515625 -0.13964844 -0.40039062 -0.09423828 -0.028686523 0.19140625 0.009460449 -0.33398438 0.028808594 0.036132812 0.1796875 -0.01574707 -0.03100586 -0.029052734 -0.07910156 -0.0064697266 0.10888672 0.21484375 -0.14453125 -0.068359375 -0.18652344 0.23925781 0.103027344 -0.111816406 0.037597656 0.078125 0.28125 0.0020141602 -0.026977539 -0.09765625 -0.17089844 0.110839844 -0.234375 0.26367188 -0.083496094 -0.012023926 -0.0012207031 -0.10888672 -0.2734375 0.021728516 -0.25976562 0.2734375 -0.046875 0.19726562 -0.19335938 0.40234375 -0.0546875 0.22851562 0.07080078 -0.020507812 -0.03955078 -0.12158203 -0.100097656 -0.18554688 0.115722656 -0.091796875 0.10107422 0.017089844 -0.08203125 0.00023841858 0.30273438 0.08203125 0.203125 0.068847656 0.012512207 -0.04638672 -0.10986328 0.31445312 -0.020263672 0.04711914 -0.13574219 0.024169922 -0.14648438 0.265625 0.24511719 0.076660156 -0.034179688 -0.11328125 0.07421875 0.25 0.1953125 0.091308594 0.036376953 -0.10058594 -0.14941406 -0.22265625 0.26171875 0.22558594 -0.14160156 0.046142578 -0.099609375 0.0234375 -0.083984375 -0.030517578 -0.17675781 0.24804688 0.48046875 0.28710938 -0.08105469 0.091796875 -0.087890625 0.328125 -0.1484375 -0.09082031 0.11328125 -0.06591797 0.13085938 0.0040283203 0.14550781 -0.140625 -0.11425781 -0.041503906 -0.26757812 0.068847656 0.09863281 -0.026611328 0.015197754 -0.18359375 0.104003906 -0.07421875 0.27734375 0.15722656
A Conjuring of Light (Shades of Magic, #3)|conjuring|0.40820312 0.07714844 0.14160156 0.100097656 0.10498047 0.1953125 -0.0234375 0.07763672 0.22949219 -0.044921875 -0.025634766 -0.12597656 -0.07910156 -0.025268555 -0.1953125 0.23535156 0.08691406 0.38476562 0.12597656 -0.15820312 -0.119628906 -0.07128906 -0.23632812 -0.22363281 0.09423828 -0.13183594 -0.18652344 0.04248047 -0.125 0.12890625 -0.21679688 -0.15039062 -0.033203125 0.45898438 -0.22265625 0.03564453 0.28515625 -0.08251953 0.11035156 0.17578125 0.31445312 0.072265625 0.1796875 -0.1796875 0.037353516 -0.19238281 -0.06591797 0.104003906 0.09472656 0.27929688 -0.28710938 0.421875 -0.08642578 -0.04638672 -0.0625 0.18359375 0.38476562 -0.54296875 -0.12597656 -0.10839844 0.35546875 0.21582031 0.019165039 -0.328125 0.18457031 0.087890625 -0.15820312 -0.044189453 0.16699219 -0.109375 0.0859375 0.0546875 -0.099121094 -0.044189453 -0.030151367 -0.17871094 -0.095703125 -0.07910156 0.05444336 0.003753662 0.21679688 0.051757812 -0.10253906 -0.078125 0.1640625 0.08886719 -0.27539062 0.07421875 -0.27734375 0.2890625 0.08251953 0.06591797 0.061279297 0.20996094 -0.056640625 -0.064453125 0.21191406 0.045166016 -0.24414062 0.01977539 -0.13183594 -0.083984375 0.11376953 -0.07373047 -0.21875 0.14550781 0.07519531 -0.011108398 -0.17578125 -0.18847656 -0.05419922 0.26171875 -0.00680542 0.0032653809 0.068847656 -0.015319824 -0.06640625 0.17480469 0.026611328 -0.091796875 -0.25195312 0.092285156 0.17089844 -0.28710938 -0.014343262 0.01361084 -0.1875 0.13183594 0.033691406 -0.16894531 0.28515625 -0.020263672 -0.08886719 0.021484375 0.05029297 0.18847656 0.028686523 0.00049972534 -0.12597656 -0.17675781 0.09277344 -0.33984375 -0.3515625 0.19238281 0.22949219 0.14746094 -0.5546875 -0.22753906 0.041259766 0.16894531 0.20703125 -0.115234375 -0.052978516 -0.110839844 0.28515625 -0.087890625 0.18457031 -0.18652344 0.12597656 0.125 0.05883789 -0.045898438 -0.16699219 -0.28125 0.032470703 0.068359375 0.03149414 0.018432617 -0.25 -0.106933594 -0.27539062 0.12158203 -0.0028076172 0.035888672 -0.21679688 -0.018432617 -0.049316406 -0.008972168 0.15429688 -0.21289062 0.08154297 -0.07080078 0.15722656 -0.021606445 -0.171875 0.0011291504 -0.27539062 -0.072753906 0.09814453 0.03955078 0.075683594 0.12451172 0.6640625 -0.34570312 -0.07714844 0.24511719 -0.13867188 -0.103515625 -0.013000488 0.1953125 0.014709473 0.029296875 0.14257812 -0.22363281 0.12402344 0.16210938 0.050048828 -0.056152344 -0.021728516 -0.064453125 -0.11669922 -0.23339844 -0.030639648 -0.064941406 -0.2109375 -0.23632812 0.099121094 -0.10253906 -0.21191406 -0.11425781 0.38476562 0.34570312 0.18945312 0.14355469 0.040527344 0.36132812 -0.36132812 -0.13867188 -0.033447266 0.107421875 -0.16503906 0.055419922 0.12207031 0.3203125 0.0028686523 0.092285156 -0.01940918 -0.13378906 -0.09326172 -0.07861328 0.234375 -0.08203125 -0.16796875 0.049804688 0.19921875 0.095703125 -0.14550781 0.23144531 -0.022705078 0.15136719 -0.052978516 0.11621094 0.08935547 0.39648438 0.18847656 -0.067871094 0.14550781 -0.038085938 -0.072753906 -0.096191406 -0.13378906 0.3515625 0.14355469 -0.13085938 -0.15332031 -0.018310547 -0.023925781 -0.095703125 0.14941406 0.0043640137 0.111328125 0.11035156 0.1015625 -0.03930664 0.091308594 0.033691406 -0.02319336 0.23242188 0.022949219 0.14550781 -0.15234375 -0.09082031 -0.0071411133 -0.15917969 0.11230469 0.23925781 -0.07324219 -0.18945312 0.091308594 0.07763672 -0.27929688 0.15429688 -0.12597656 0.26757812 -0.16503906 -0.08886719 0.16699219 -0.36523438 0.12597656 0.087402344
A Conjuring of Light (Shades of Magic, #3)|adult|-0.045898438 -0.23535156 -0.14746094 0.04296875 -0.27929688 0.033447266 -0.024658203 0.26757812 -0.04711914 -0.018432617 -0.095214844 -0.103027344 0.07763672 -0.25195312 -0.17382812 0.021362305 -0.026367188 0.21289062 0.12695312 -0.024047852 0.234375 -0.16503906 0.014038086 0.09765625 -0.26757812 -0.17773438 -0.10498047 0.32226562 0.18359375 -0.12109375 -0.029418945 -0.2265625 -0.2265625 0.09814453 -0.017089844 0.037841797 -0.021972656 0.034179688 -0.063964844 0.1640625 0.037597656 0.084472656 -0.103515625 -0.017456055 0.030761719 -0.20214844 0.14648438 0.053466797 0.028198242 -0.19140625 -0.028198242 -0.0703125 -0.26367188 0.041503906 0.30273438 -0.03955078 -0.040039062 -0.18261719 -0.25976562 0.09033203 0.028442383 0.09863281 -0.091308594 -0.171875 -0.076660156 -0.40429688 -0.28320312 0.16015625 -0.020263672 -0.040771484 0.0030212402 -0.018676758 -0.067871094 0.21972656 0.12597656 0.15234375 0.020874023 -0.02319336 0.20605469 0.06982422 0.034423828 -0.36914062 -0.16601562 0.12597656 -0.14160156 0.2578125 -0.13378906 0.29296875 0.017944336 0.106933594 -0.072265625 -0.21191406 -0.11376953 -0.12988281 0.12695312 -0.051757812 0.28320312 0.018188477 -0.12988281 -0.045898438 0.17089844 -0.04736328 -0.043945312 -0.17675781 -0.0041503906 -0.18457031 0.19433594 -0.18945312 -0.004852295 -0.0546875 0.008117676 -0.09863281 -0.18359375 0.087402344 -0.100097656 -0.064453125 0.088378906 0.04711914 0.20605469 0.024780273 -0.16796875 0.005859375 -0.046142578 0.045410156 -0.072265625 0.009765625 0.17871094 0.17578125 0.18164062 0.28710938 0.080566406 -0.20996094 -0.23828125 0.13183594 -0.12988281 0.021728516 -0.02722168 -0.21386719 0.31835938 -0.05029297 0.060302734 -0.16992188 -0.265625 0.095703125 0.114746094 0.0049438477 0.123535156 0.27148438 -0.13769531 -0.14941406 0.10595703 0.009338379 -0.22460938 -0.029663086 -0.15332031 -0.22070312 -0.061279297 -0.0703125 0.07080078 0.10839844 0.099121094 -0.039794922 0.28125 0.21972656 0.079589844 0.123535156 -0.08935547 -0.0070495605 0.15429688 -0.13867188 -0.0063171387 -0.33007812 0.061767578 0.096191406 -0.063964844 -1.2755394e-05 0.047607422 0.099609375 -0.15136719 0.18066406 0.087402344 -0.1328125 -0.09863281 -0.14160156 -0.11816406 0.03491211 -0.09423828 -0.13769531 0.06982422 0.06298828 0.060058594 -0.19628906 -0.24707031 -0.07519531 0.051513672 0.16796875 0.05419922 -0.083984375 -0.203125 -0.06347656 0.0064086914 -0.04711914 0.0055236816 -0.22753906 0.0016326904 -0.22753906 -0.022583008 -0.22167969 -0.06933594 -0.057617188 0.00592041 -0.037353516 -0.14941406 0.018676758 0.005279541 0.109375 0.10595703 0.018432617 0.0063476562 -0.24023438 -0.0625 -0.06738281 0.15234375 -0.1796875 0.24707031 -0.25195312 0.34179688 -0.12695312 -0.083984375 -0.119628906 0.13964844 -0.36914062 -0.123046875 -0.04711914 -0.11669922 0.024536133 -0.032226562 -0.008422852 0.00031852722 0.24511719 -0.037353516 -0.17480469 0.18164062 -0.28320312 -0.3203125 0.037597656 -0.017333984 -0.043701172 -0.107421875 -0.13378906 0.15039062 0.099609375 0.07763672 0.056396484 0.14355469 0.14160156 -0.072753906 -0.059326172 -0.30078125 -0.13574219 -0.26367188 -0.24414062 0.14648438 -0.045898438 -0.07519531 0.17285156 -0.1484375 0.15917969 -0.16992188 0.125 -0.13574219 0.07763672 0.083984375 0.10986328 0.33789062 0.0014419556 -0.039794922 -0.16308594 0.20703125 -0.08886719 0.10888672 0.018066406 0.04638672 0.14550781 -0.06933594 -0.03564453 -0.09277344 0.12988281 0.09326172 0.25195312 -0.22363281 0.0546875 0.003540039 -0.171875 -0.19433594 0.16699219 0.007080078 0.049560547 -0.0025482178 0.13671875
A Conjuring of Light (Shades of Magic, #3)|fiction|-0.0075683594 -0.265625 0.008850098 0.15429688 0.114746094 -0.0004787445 0.15332031 0.3515625 0.08251953 -0.20800781 0.15917969 -0.007019043 0.08544922 0.12011719 -0.24121094 0.038085938 0.19335938 -0.2578125 0.25195312 -0.18847656 -0.10058594 -0.088378906 0.026245117 -0.3046875 -0.22558594 -0.24023438 -0.012084961 0.2734375 -0.08251953 -0.14453125 -0.14746094 -0.12988281 -0.11279297 0.18652344 0.15039062 0.09082031 0.04272461 0.056884766 0.3828125 0.34179688 0.12207031 0.09667969 -0.008666992 0.49804688 -0.27148438 0.049316406 0.20605469 -0.048583984 -0.087402344 -0.21289062 -0.33007812 0.09033203 -0.36132812 -0.003753662 -0.14355469 0.068847656 -0.15527344 -0.078125 -0.18164062 -0.32617188 0.32617188 0.18164062 0.07861328 -0.2578125 0.091308594 0.08154297 -0.296875 0.27539062 0.033935547 -0.15917969 0.23925781 -0.008850098 0.019042969 -0.1484375 -0.19042969 0.087890625 0.025512695 0.19335938 0.16210938 -0.034423828 0.0018920898 0.17089844 0.12890625 -0.115234375 -0.022460938 -0.07080078 -0.14257812 0.18652344 0.10107422 0.09863281 0.01574707 -0.096191406 -0.13574219 -0.06298828 -0.08203125 0.22753906 0.109375 -0.080078125 0.14941406 -0.13085938 0.022705078 0.09765625 0.1015625 -0.22753906 0.40625 -0.27929688 0.064941406 -0.18359375 -0.045898438 -0.21386719 -0.010314941 0.16796875 -0.068847656 0.16992188 -0.032958984 0.043945312 -0.18261719 0.26757812 0.1875 0.107421875 0.021850586 0.21289062 0.30273438 0.19335938 -0.16308594 0.012878418 -0.29882812 0.15722656 -0.38671875 -0.25976562 -0.24316406 -0.16015625 0.024414062 -0.016967773 0.16015625 0.265625 -0.10449219 -0.22558594 0.18359375 -0.037109375 0.12890625 -0.171875 0.18261719 -0.08984375 -0.29101562 -0.022949219 0.0703125 0.22460938 -0.13671875 -0.171875 0.000705719 -0.079589844 0.12988281 0.37109375 -0.13476562 -0.3515625 -0.12060547 -0.24316406 -0.29296875 -0.08642578 0.061523438 -0.100097656 -0.20703125 0.16894531 0.1015625 0.07080078 0.008361816 -0.088378906 -0.15039062 0.13867188 0.31054688 -0.0029754639 -0.25390625 -0.2890625 -0.019165039 -0.0045776367 0.23046875 -0.20605469 -0.21582031 -0.076171875 0.19726562 -0.34375 -0.13964844 -0.27929688 0.068359375 -0.19628906 -0.05444336 0.0024414062 0.041015625 0.33203125 0.26953125 -0.12597656 0.14453125 0.040771484 0.15039062 0.23242188 0.095214844 0.10253906 -0.20996094 0.031982422 0.18164062 -0.095703125 0.14453125 0.203125 -0.084472656 -0.16113281 -0.16015625 0.119628906 -0.22167969 -0.34765625 -0.051757812 0.0015411377 -0.040771484 0.22851562 -0.07910156 0.359375 -0.12695312 0.06542969 0.23046875 -0.26171875 0.12402344 0.13964844 0.011657715 0.1796875 0.34570312 0.05078125 0.31445312 0.19628906 -0.016479492 -0.055908203 0.05810547 -0.028564453 0.0031585693 0.007751465 0.23242188 -0.26953125 -0.047851562 0.22558594 0.14746094 0.028808594 0.19238281 -0.24707031 0.13378906 -0.18066406 -0.21875 0.25390625 0.21289062 0.07324219 0.040771484 -0.09277344 0.014892578 -0.12988281 0.041259766 0.2890625 0.16699219 0.020141602 -0.22070312 -0.12890625 0.03491211 0.109375 -0.119628906 0.0028533936 0.19628906 -0.018920898 -0.37109375 0.58984375 0.010314941 -0.18945312 -0.12011719 -0.18554688 0.016967773 0.13867188 0.009094238 -0.08203125 0.42382812 0.25390625 0.12158203 -0.1640625 -0.007171631 0.20507812 0.09863281 -0.21679688 0.047851562 -0.25390625 0.5390625 -0.026245117 -0.21484375 0.18945312 -0.18847656 0.25195312 -0.2578125 0.0010223389 -0.33789062 0.100097656 0.0028686523 -0.140625 0.27734375 0.18847656 0.111328125 0.1171875
